product_id,sector,strength_score,weight_capacity_score,barrier_score ,biodegradability_score,co2_emission_score,recyclability_percent,cost_score,reuse_potential_score,category_name,fragility_level,requires_cushioning,moisture_sensitive,temperature_sensitive,typical_weight_kg,product_weight_g,product_volume_cm3,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material,flag_weight_outlier,flag_volume_outlier,flag_price_outlier,main_packaging_material,barrier_score,product_name_final,category_final,price_final
51,Industrial/Automotive,5.0,5.0,,0.0,55.0,55.0,3.0,2.0,,,,,,,,,,,,,,,,,PCR HDPE bottle + tamper seal,5.0,Motor oil bottle,,
52,Industrial/Automotive,5.0,5.0,,0.0,50.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Metal can + plastic cap,5.0,Brake fluid can,,
53,Industrial/Automotive,4.0,5.0,,70.0,60.0,60.0,3.0,2.0,,,,,,,,,,,,,,,,,Heavy corrugated box + paper fillers,3.0,Car part box,,
54,Industrial/Automotive,4.0,4.0,,50.0,55.0,45.0,2.0,3.0,,,,,,,,,,,,,,,,,Refill pouch with barrier film,4.0,Lubricant pouch,,
55,Industrial/Automotive,4.0,4.0,,10.0,52.0,55.0,3.0,1.0,,,,,,,,,,,,,,,,,Recyclable PET clamshell + board backing,4.0,Battery packaging,,
56,Healthcare/Medical Devices,4.0,3.0,,5.0,50.0,30.0,3.0,1.0,,,,,,,,,,,,,,,,,Sterilized blister + paper lid,5.0,Medical syringe pack,,
57,Healthcare/Medical Devices,3.0,3.0,,40.0,60.0,50.0,3.0,2.0,,,,,,,,,,,,,,,,,Paperboard box + plastic tray,4.0,Diagnostic test kit,,
58,Healthcare/Medical Devices,3.0,3.0,,85.0,72.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Paperboard dispenser box,3.0,Surgical gloves box,,
59,Healthcare/Medical Devices,3.0,3.0,,20.0,55.0,40.0,3.0,1.0,,,,,,,,,,,,,,,,,Paperâ€‘foil laminate,4.0,Bandage pouch,,
60,Healthcare/Medical Devices,3.0,3.0,,88.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Folding boxboard + internal paper tray,3.0,Thermometer box,,
61,Stationery,3.0,3.0,,95.0,80.0,80.0,2.0,3.0,,,,,,,,,,,,,,,,,Paper wrapper or kraft band,2.0,Notebook pack,,
62,Stationery,3.0,3.0,,10.0,52.0,55.0,2.0,1.0,,,,,,,,,,,,,,,,,PET blister + paper backing,3.0,Pen blister card,,
63,Stationery,3.0,3.0,,80.0,70.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Cardboard box + pulp insert,3.0,Printer cartridge box,,
64,Stationery,3.0,3.0,,70.0,65.0,50.0,2.0,2.0,,,,,,,,,,,,,,,,,Recyclable film + paper header,3.0,Marker set pouch,,
65,Stationery,3.0,3.0,,88.0,72.0,80.0,3.0,2.0,,,,,,,,,,,,,,,,,Paperboard box + paper wrap,3.0,Stapler pack,,
66,Sports & Outdoor,5.0,5.0,,0.0,55.0,85.0,3.0,5.0,,,,,,,,,,,,,,,,,Aluminium bottle + paper tag,5.0,Water bottle (sports),,
67,Sports & Outdoor,3.0,3.0,,70.0,65.0,30.0,3.0,1.0,,,,,,,,,,,,,,,,,Highâ€‘barrier bioâ€‘film,4.0,Energy gel pouch,,
68,Sports & Outdoor,5.0,5.0,,0.0,55.0,60.0,3.0,3.0,,,,,,,,,,,,,,,,,Aluminiumâ€‘plastic composite can,5.0,Tennis ball can,,
69,Sports & Outdoor,4.0,4.0,,30.0,55.0,50.0,3.0,4.0,,,,,,,,,,,,,,,,,Recycled nylon bag,3.0,Sleeping bag sack,,
70,Sports & Outdoor,3.0,3.0,,85.0,72.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Paperboard box + pulp tray,3.0,Fitness band box,,
71,Sports & Outdoor,4.0,4.0,,85.0,70.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Corrugated box + molded pulp,3.0,Camping stove box,,
72,Sports & Outdoor,4.0,5.0,,85.0,70.0,70.0,4.0,2.0,,,,,,,,,,,,,,,,,Corrugated cardboard with pulp insert,3.0,Helmet box,,
73,Sports & Outdoor,3.0,3.0,,90.0,75.0,80.0,2.0,3.0,,,,,,,,,,,,,,,,,Recycled kraft paper sleeve,2.0,Yoga mat sleeve,,
74,Sports & Outdoor,4.0,4.0,,20.0,50.0,45.0,3.0,4.0,,,,,,,,,,,,,,,,,Recyclable polyester bag,3.0,Instant tent bag,,
75,Sports & Outdoor,4.0,4.0,,10.0,52.0,55.0,3.0,2.0,,,,,,,,,,,,,,,,,PET clamshell + paper card,4.0,Torchlight blister,,
76,Sports & Outdoor,3.0,3.0,,75.0,70.0,50.0,3.0,1.0,,,,,,,,,,,,,,,,,Bioâ€‘film with paper label,3.0,Hand warmer pouch,,
77,Food,3.0,3.0,,75.0,70.0,35.0,3.0,1.0,,,,,,,,,,,,,,,,,Multiâ€‘layer compostable PLA and paper film,4.0,Vacuum-sealed coffee pack,,
78,Food,4.0,4.0,,20.0,55.0,60.0,3.0,3.0,,,,,,,,,,,,,,,,,PCR PET jar + paper label,5.0,Protein powder tub,,
79,Food,4.0,4.0,,60.0,65.0,55.0,3.0,2.0,,,,,,,,,,,,,,,,,Recyclable polyethylene film,4.0,Pet food pouch,,
80,Food,3.0,3.0,,65.0,60.0,40.0,3.0,2.0,,,,,,,,,,,,,,,,,Coated paper tub + lid,4.0,Ice cream pint,,
81,Household Appliances,4.0,4.0,,85.0,70.0,70.0,3.0,3.0,,,,,,,,,,,,,,,,,Recycled cardboard box + corrugated insert,3.0,Nonâ€‘stick pan box,,
82,Household Appliances,3.0,3.0,,88.0,72.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Folding carton + molded pulp tray,3.0,Wall clock box,,
83,Sports & Outdoor,3.0,3.0,,85.0,75.0,40.0,3.0,2.0,,,,,,,,,,,,,,,,,Compostable PLA zip pouch,3.0,Yoga resistance band pouch,,
84,Sports & Outdoor,4.0,4.0,,85.0,72.0,72.0,3.0,3.0,,,,,,,,,,,,,,,,,Rigid paperboard with cardboard insert,3.0,Camping lantern box,,
85,Baby Care,4.0,4.0,,0.0,55.0,58.0,3.0,3.0,,,,,,,,,,,,,,,,,PCR PET bottle + paper label,4.0,Baby shampoo bottle,,
86,Baby Care,5.0,5.0,,0.0,50.0,80.0,3.0,4.0,,,,,,,,,,,,,,,,,Metal tin + paper label,5.0,Baby formula tin,,
87,Stationery,3.0,3.0,,95.0,80.0,85.0,2.0,3.0,,,,,,,,,,,,,,,,,Kraft paper wrap,2.0,Office file folder wrap,,
88,Stationery,3.0,3.0,,10.0,52.0,55.0,2.0,1.0,,,,,,,,,,,,,,,,,Recyclable PET sleeve + paper backing,3.0,Mechanical pencil pack,,
89,Industrial/Automotive,4.0,5.0,,75.0,68.0,65.0,4.0,2.0,,,,,,,,,,,,,,,,,Corrugated cardboard box with paper edge guards,3.0,Wrench set box,,
90,Industrial/Automotive,4.0,4.0,,85.0,70.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled cardboard box + paper pad,3.0,Engine filter box,,
91,Healthcare/Medical Devices,3.0,3.0,,80.0,70.0,45.0,3.0,1.0,,,,,,,,,,,,,,,,,Compostable PLA film + paper label,4.0,Hospital gloves pouch,,
92,Household Appliances,5.0,5.0,,80.0,68.0,72.0,4.0,2.0,,,,,,,,,,,,,,,,,Corrugated cardboard + molded fiber supports,3.0,Dishwasher box,,
93,Household Appliances,4.0,4.0,,85.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Rigid carton + paper pulp trays,3.0,Mixer grinder set,,
94,Household Appliances,4.0,4.0,,78.0,68.0,68.0,3.0,2.0,,,,,,,,,,,,,,,,,Laminated paperboard + molded pulp insert,3.0,Induction cooktop box,,
95,Household Appliances,4.0,4.0,,85.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled cardboard + paper side supports,3.0,Electric fan heater box,,
96,Electronics,3.0,3.0,,85.0,70.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Folding boxboard + molded pulp tray,3.0,LED projector pack,,
97,Electronics,5.0,5.0,,75.0,65.0,65.0,4.0,2.0,,,,,,,,,,,,,,,,,Corrugated box + paper tray inserts,3.0,Gaming console packaging,,
98,Electronics,3.0,3.0,,88.0,72.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Paperboard box + molded paper tray,3.0,Smart speaker box,,
99,Electronics,4.0,4.0,,20.0,55.0,52.0,3.0,1.0,,,,,,,,,,,,,,,,,Recycled PET blister + paper backing,4.0,Power bank pack,,
100,Electronics,4.0,4.0,,75.0,65.0,55.0,3.0,1.0,,,,,,,,,,,,,,,,,Rigid paperboard box + foam buffer,4.0,External hard drive box,,
101,Electronics,3.0,3.0,,92.0,80.0,70.0,4.0,2.0,,,,,,,,,,,,,,,,,Paperboard + mycelium insert,3.0,Wireless charger box,,
102,Electronics,4.0,4.0,,88.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Cardboard box + pulp tray,3.0,Gaming keyboard box,,
103,Electronics,5.0,5.0,,75.0,65.0,65.0,3.0,2.0,,,,,,,,,,,,,,,,,Heavy corrugated board + paper padding,3.0,Office printer box,,
104,Electronics,4.0,4.0,,85.0,70.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled cardboard + molded paper tray,3.0,Keyboard + mouse combo pack,,
105,Food,3.0,3.0,,60.0,60.0,38.0,3.0,1.0,,,,,,,,,,,,,,,,,Coated paper cup + foil lid,4.0,Refrigerated yogurt cup,,
106,Food,3.0,3.0,,70.0,65.0,45.0,3.0,2.0,,,,,,,,,,,,,,,,,Paper cup + compostable PLA lid,4.0,Soup cup (instant),,
107,Food,3.0,3.0,,85.0,72.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled kraft board with cellulose window,3.0,Bakery pastry box,,
108,Food,3.0,3.0,,80.0,72.0,40.0,3.0,1.0,,,,,,,,,,,,,,,,,Compostable multilayer PLA film,4.0,Frozen peas pouch,,
109,Food,4.0,4.0,,60.0,55.0,50.0,3.0,2.0,,,,,,,,,,,,,,,,,Recyclable barrier polyethylene,5.0,Cooking oil pouch,,
110,Food,4.0,3.0,,0.0,50.0,82.0,3.0,4.0,,,,,,,,,,,,,,,,,Glass jar + metal lid,5.0,Honey jar,,
111,Food,3.0,3.0,,70.0,70.0,35.0,3.0,1.0,,,,,,,,,,,,,,,,,Compostable film refill pouch,4.0,Jam refill pouch,,
112,Cosmetics,4.0,4.0,,0.0,52.0,80.0,3.0,4.0,,,,,,,,,,,,,,,,,Frosted glass bottle + metal cap,5.0,Cosmetic serum bottle,,
113,Cosmetics,3.0,3.0,,90.0,78.0,80.0,3.0,3.0,,,,,,,,,,,,,,,,,Recycled cardboard + paper wrap,3.0,Shampoo bar box,,
114,Cosmetics,3.0,3.0,,85.0,72.0,75.0,4.0,3.0,,,,,,,,,,,,,,,,,Paperboard box + molded pulp trays,4.0,Perfume gift set,,
115,Cosmetics,4.0,4.0,,0.0,55.0,60.0,3.0,3.0,,,,,,,,,,,,,,,,,PCR PET bottle + aluminium cap,4.0,Hair oil bottle,,
116,Cosmetics,5.0,5.0,,0.0,55.0,85.0,3.0,4.0,,,,,,,,,,,,,,,,,Aluminium round tin,5.0,Compact powder tin,,
117,Cosmetics,5.0,5.0,,0.0,55.0,80.0,3.0,3.0,,,,,,,,,,,,,,,,,Aluminium aerosol can,5.0,Deodorant can,,
118,Cosmetics,3.0,3.0,,70.0,70.0,40.0,3.0,2.0,,,,,,,,,,,,,,,,,Compostable or recyclable monoâ€‘film,4.0,Makeup refill pouch,,
119,Cosmetics,3.0,3.0,,50.0,58.0,55.0,3.0,4.0,,,,,,,,,,,,,,,,,Recycled PP pouch,3.0,Travel cosmetic kit,,
120,Pharmaceuticals,5.0,5.0,,0.0,55.0,80.0,3.0,3.0,,,,,,,,,,,,,,,,,Aluminium can + actuator,5.0,Pain relief spray can,,
121,Pharmaceuticals,3.0,3.0,,10.0,55.0,40.0,3.0,1.0,,,,,,,,,,,,,,,,,Foilâ€‘paper laminate sachet,5.0,Thermal patch pack,,
122,Healthcare,3.0,3.0,,85.0,72.0,58.0,3.0,2.0,,,,,,,,,,,,,,,,,Compostable cellulose film + paper label,3.0,Bandage roll wrap,,
123,Healthcare,3.0,3.0,,90.0,75.0,70.0,3.0,3.0,,,,,,,,,,,,,,,,,Paperboard box + cellulose film window,3.0,Cotton swab box,,
124,Industrial,3.0,3.0,,80.0,70.0,55.0,3.0,2.0,,,,,,,,,,,,,,,,,Compostable pouch + paper label,3.0,Safety gloves pack,,
125,Automotive,4.0,5.0,,70.0,60.0,60.0,3.0,3.0,,,,,,,,,,,,,,,,,Heavy corrugated box + paper padding,3.0,Bike part kit,,
126,Industrial Tools,5.0,5.0,,15.0,50.0,65.0,3.0,4.0,,,,,,,,,,,,,,,,,Recycled PP box + paper sleeve,4.0,Tool organizer box,,
127,Industrial,5.0,5.0,,0.0,50.0,85.0,3.0,3.0,,,,,,,,,,,,,,,,,Metal can + lid,5.0,Paint can,,
128,Stationery,3.0,3.0,,95.0,78.0,85.0,2.0,3.0,,,,,,,,,,,,,,,,,Paper wrap + starchâ€‘based glue,2.0,Office paper ream wrapper,,
129,Stationery,3.0,3.0,,90.0,75.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Kraft paperboard + paper sleeve,3.0,Fine art brush set pack,,
130,Textiles/Apparel,4.0,4.0,,85.0,70.0,80.0,3.0,3.0,,,,,,,,,,,,,,,,,Recycled cardboard shoe box,3.0,Sports shoe box,,
131,Textiles/Apparel,3.0,3.0,,80.0,70.0,60.0,2.0,3.0,,,,,,,,,,,,,,,,,Compostable film + paper tape,3.0,Jacket mailer,,
132,Personal Care/Home,3.0,3.0,,80.0,75.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Paper bag with starch liner,4.0,Laundry detergent powder pack,,
133,Home Decor,4.0,4.0,,0.0,50.0,80.0,3.0,4.0,,,,,,,,,,,,,,,,,Glass jar + aluminium lid,5.0,Scented candle jar,,
134,Home Decor,3.0,3.0,,95.0,80.0,80.0,2.0,3.0,,,,,,,,,,,,,,,,,Recycled kraft paper wrap,2.0,Curtain set sleeve,,
135,Electronics,5.0,4.0,,15.0,40.0,85.0,3.0,4.0,,,,,,,,,,,,,,,,,Recycled Rubber,4.0,Solar Panel Edge Guard,,
136,Food,2.0,1.0,,90.0,75.0,30.0,4.0,1.0,,,,,,,,,,,,,,,,,PLA Mesh,3.0,Organic Tea Pyramid,,
137,Automotive,5.0,5.0,,80.0,60.0,50.0,3.0,5.0,,,,,,,,,,,,,,,,,Reinforced Wood/Fiber,2.0,Heavy Engine Part Box,,
138,Agriculture,3.0,3.0,,95.0,85.0,80.0,2.0,3.0,,,,,,,,,,,,,,,,,Molded Pulp,1.0,Biodegradable Flower Pot,,
139,Cosmetics,3.0,2.0,,98.0,90.0,10.0,5.0,2.0,,,,,,,,,,,,,,,,,Mycelium Foam,3.0,Luxury Perfume Insert,,
140,Healthcare,4.0,3.0,,40.0,50.0,60.0,4.0,1.0,,,,,,,,,,,,,,,,,Medical Grade Tyvek/Paper,5.0,Sterile Surgical Kit,,
141,Automotive,5.0,5.0,,10.0,40.0,90.0,4.0,5.0,,,,,,,,,,,,,,,,,Recycled Aluminum,5.0,EV Battery Cell Case,,
142,Healthcare,4.0,3.0,,60.0,55.0,70.0,5.0,2.0,,,,,,,,,,,,,,,,,Medical-grade Bio-PET,5.0,Surgical Instrument Tray,,
143,Luxury,3.0,2.0,,90.0,85.0,30.0,5.0,5.0,,,,,,,,,,,,,,,,,Mycelium-Leather,3.0,Luxury Watch Box,,
144,Agriculture,4.0,5.0,,95.0,88.0,60.0,2.0,3.0,,,,,,,,,,,,,,,,,Reinforced Hemp Fiber,2.0,Bulk Fertilizer Bag,,
145,Electronics,4.0,4.0,,85.0,75.0,80.0,4.0,2.0,,,,,,,,,,,,,,,,,Nanocellulose,4.0,Smart Glass Panel,,
146,Food,3.0,4.0,,98.0,90.0,50.0,3.0,1.0,,,,,,,,,,,,,,,,,Seaweed-Coated Bagasse,5.0,Frozen Seafood Pack,,
147,Industrial,5.0,5.0,,80.0,65.0,85.0,4.0,4.0,,,,,,,,,,,,,,,,,Graphene-Paper,2.0,Robot Arm Part Box,,
148,Food,3.0,3.0,,100.0,92.0,20.0,4.0,4.0,,,,,,,,,,,,,,,,,Mushroom-based Cooler,4.0,Organic Wine Shipper,,
149,Agriculture,2.0,2.0,,98.0,85.0,90.0,1.0,2.0,,,,,,,,,,,,,,,,,Molded Pulp + Seeds,1.0,Plantable Planter,,
150,Industrial,5.0,5.0,,5.0,35.0,95.0,3.0,4.0,,,,,,,,,,,,,,,,,High-barrier HDPE,5.0,Chemical Jug,,
151,Industrial,5.0,5.0,,0.0,50.0,85.0,3.0,3.0,,,,,,,,,,,,,,,,,Metal can + lid,5.0,Paint can,,
152,Stationery,3.0,3.0,,95.0,78.0,85.0,2.0,3.0,,,,,,,,,,,,,,,,,Paper wrap + starch‑based glue,2.0,Office paper ream wrapper,,
153,Stationery,3.0,3.0,,90.0,75.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Kraft paperboard + paper sleeve,3.0,Fine art brush set pack,,
154,Textiles/Apparel,4.0,4.0,,85.0,70.0,80.0,3.0,3.0,,,,,,,,,,,,,,,,,Recycled cardboard shoe box,3.0,Sports shoe box,,
155,Textiles/Apparel,3.0,3.0,,80.0,70.0,60.0,2.0,3.0,,,,,,,,,,,,,,,,,Compostable film + paper tape,3.0,Jacket mailer,,
156,Personal Care/Home,3.0,3.0,,80.0,75.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Paper bag with starch liner,4.0,Laundry detergent powder pack,,
157,Home Decor,4.0,4.0,,0.0,50.0,80.0,3.0,4.0,,,,,,,,,,,,,,,,,Glass jar + aluminium lid,5.0,Scented candle jar,,
158,Home Decor,3.0,3.0,,95.0,80.0,80.0,2.0,3.0,,,,,,,,,,,,,,,,,Recycled kraft paper wrap,2.0,Curtain set sleeve,,
159,Home Decor,3.0,5.0,,0.0,46.9,47.0,3.0,1.0,,,,,,,,,,,,,,,,,High-Grade Recycled fossil plastic Variant 243,4.0,Home Decor Unit - High-Grade Recycled fossil plastic Variant 243 Pack,,
160,Industrial,1.0,1.0,,90.4,68.3,44.0,5.0,3.0,,,,,,,,,,,,,,,,,High-Grade Bio-based coated fiber Variant 170,4.0,Industrial Unit - High-Grade Bio-based coated fiber Variant 170 Pack,,
161,Household Appliances,1.0,2.0,,85.4,63.7,82.0,4.0,5.0,,,,,,,,,,,,,,,,,High-Grade Fiber-based Variant 249,5.0,Household Appliances Unit - High-Grade Fiber-based Variant 249 Pack,,
162,Textiles/Apparel,2.0,2.0,,95.0,92.0,25.0,5.0,3.0,,,,,,,,,,,,,,,,,Pullulan Films (Fungal),2.0,Textiles/Apparel Unit - Pullulan Films (Fungal) Pack,,
163,Electronics,2.0,2.0,,95.0,92.0,25.0,5.0,4.0,,,,,,,,,,,,,,,,,Carrageenan Wraps (Red Algae),3.0,Electronics Unit - Carrageenan Wraps (Red Algae) Pack,,
164,Home Decor,3.0,4.0,,80.8,81.6,56.0,5.0,4.0,,,,,,,,,,,,,,,,,High-Grade Bio-mineral composite Variant 208,5.0,Home Decor Unit - High-Grade Bio-mineral composite Variant 208 Pack,,
165,Furniture,5.0,5.0,,0.0,60.0,90.0,5.0,4.0,,,,,,,,,,,,,,,,,Recycled Steel Tins,3.0,Furniture Unit - Recycled Steel Tins Pack,,
166,Beverages,4.0,4.0,,85.0,80.0,60.0,4.0,2.0,,,,,,,,,,,,,,,,,Eggshell Calcium Composites,5.0,Beverages Unit - Eggshell Calcium Composites Pack,,
167,Personal Care/Home,3.0,4.0,,81.4,75.2,69.0,4.0,2.0,,,,,,,,,,,,,,,,,High-Grade Recycled fiber composite Variant 209,1.0,Personal Care/Home Unit - High-Grade Recycled fiber composite Variant 209 Pack,,
168,Industrial Tools,3.0,3.0,,85.0,75.0,70.0,5.0,1.0,,,,,,,,,,,,,,,,,Wool Fiber Padding,5.0,Industrial Tools Unit - Wool Fiber Padding Pack,,
169,Beverages,2.0,3.0,,95.0,87.0,25.0,4.0,2.0,,,,,,,,,,,,,,,,,Glucomannan Noodles/Padding,1.0,Beverages Unit - Glucomannan Noodles/Padding Pack,,
170,Industrial/Automotive,2.0,2.0,,93.9,89.8,58.0,5.0,5.0,,,,,,,,,,,,,,,,,High-Grade Agro-waste composite Variant 140,1.0,Industrial/Automotive Unit - High-Grade Agro-waste composite Variant 140 Pack,,
171,Sports & Outdoor,3.0,3.0,,5.0,52.2,55.0,2.0,3.0,,,,,,,,,,,,,,,,,High-Grade Recycled fossil plastic Variant 199,3.0,Sports & Outdoor Unit - High-Grade Recycled fossil plastic Variant 199 Pack,,
172,Healthcare/Medical Devices,3.0,4.0,,88.0,75.0,70.0,4.0,5.0,,,,,,,,,,,,,,,,,Newspaper Honeycomb Inserts,5.0,Healthcare/Medical Devices Unit - Newspaper Honeycomb Inserts Pack,,
173,Industrial Tools,3.0,3.0,,80.4,82.6,49.0,5.0,1.0,,,,,,,,,,,,,,,,,High-Grade Natural fiber (protein) Variant 226,3.0,Industrial Tools Unit - High-Grade Natural fiber (protein) Variant 226 Pack,,
174,Personal Care/Home,2.0,2.0,,87.6,98.1,33.0,5.0,1.0,,,,,,,,,,,,,,,,,High-Grade Bio-based (algae) Variant 169,4.0,Personal Care/Home Unit - High-Grade Bio-based (algae) Variant 169 Pack,,
175,Industrial/Automotive,4.0,4.0,,0.0,62.0,99.0,3.0,3.0,,,,,,,,,,,,,,,,,High-Grade Metal (steel) Variant 114,5.0,Industrial/Automotive Unit - High-Grade Metal (steel) Variant 114 Pack,,
176,Beverages,3.0,4.0,,96.5,85.5,43.0,4.0,2.0,,,,,,,,,,,,,,,,,High-Grade Agro-waste composite Variant 167,4.0,Beverages Unit - High-Grade Agro-waste composite Variant 167 Pack,,
177,Healthcare,2.0,1.0,,92.4,88.6,26.0,4.0,4.0,,,,,,,,,,,,,,,,,High-Grade Bio-based polysaccharide Variant 188,5.0,Healthcare Unit - High-Grade Bio-based polysaccharide Variant 188 Pack,,
178,Electronics,3.0,3.0,,95.0,92.0,25.0,4.0,1.0,,,,,,,,,,,,,,,,,Seaweed-Based Rigid Trays,3.0,Electronics Unit - Seaweed-Based Rigid Trays Pack,,
179,Beverages,1.0,2.0,,90.6,86.7,12.0,5.0,4.0,,,,,,,,,,,,,,,,,High-Grade Bio-based polymer (starch) Variant 182,4.0,Beverages Unit - High-Grade Bio-based polymer (starch) Variant 182 Pack,,
180,Stationery,3.0,3.0,,87.1,87.8,75.0,5.0,5.0,,,,,,,,,,,,,,,,,High-Grade Natural fiber Variant 235,1.0,Stationery Unit - High-Grade Natural fiber Variant 235 Pack,,
181,Furniture,3.0,4.0,,70.0,60.0,30.0,3.0,1.0,,,,,,,,,,,,,,,,,"Pla Bioplastic (Films, Rigid)",5.0,"Furniture Unit - Pla Bioplastic (Films, Rigid) Pack",,
182,Textiles/Apparel,2.0,2.0,,95.0,93.0,25.0,5.0,2.0,,,,,,,,,,,,,,,,,Agar-Agar Films (Seaweed Binder),3.0,Textiles/Apparel Unit - Agar-Agar Films (Seaweed Binder) Pack,,
183,Healthcare/Medical Devices,3.0,4.0,,85.8,82.4,51.0,5.0,5.0,,,,,,,,,,,,,,,,,High-Grade Fiber-based Variant 121,5.0,Healthcare/Medical Devices Unit - High-Grade Fiber-based Variant 121 Pack,,
184,Textiles/Apparel,2.0,2.0,,77.4,91.3,16.0,3.0,4.0,,,,,,,,,,,,,,,,,High-Grade Agro-waste polymer Variant 179,1.0,Textiles/Apparel Unit - High-Grade Agro-waste polymer Variant 179 Pack,,
185,Sports & Outdoor,2.0,3.0,,90.6,76.7,72.0,5.0,1.0,,,,,,,,,,,,,,,,,High-Grade Fiber-based from agro-residues Variant 103,1.0,Sports & Outdoor Unit - High-Grade Fiber-based from agro-residues Variant 103 Pack,,
186,Beverages,2.0,2.0,,90.0,88.0,30.0,4.0,5.0,,,,,,,,,,,,,,,,,Xanthan Gum Coatings,1.0,Beverages Unit - Xanthan Gum Coatings Pack,,
187,Pharmaceuticals,3.0,3.0,,86.8,69.0,74.0,4.0,5.0,,,,,,,,,,,,,,,,,High-Grade Natural fiber (animal) Variant 233,3.0,Pharmaceuticals Unit - High-Grade Natural fiber (animal) Variant 233 Pack,,
188,Cosmetics,2.0,4.0,,88.5,88.9,37.0,5.0,1.0,,,,,,,,,,,,,,,,,High-Grade Bio-based polymer Variant 130,2.0,Cosmetics Unit - High-Grade Bio-based polymer Variant 130 Pack,,
189,Stationery,4.0,5.0,,2.1,49.1,64.0,2.0,1.0,,,,,,,,,,,,,,,,,High-Grade Recycled fossil plastic Variant 166,2.0,Stationery Unit - High-Grade Recycled fossil plastic Variant 166 Pack,,
190,Pharmaceuticals,3.0,3.0,,94.0,91.0,25.0,4.0,4.0,,,,,,,,,,,,,,,,,Fucoidan-Based Trays,5.0,Pharmaceuticals Unit - Fucoidan-Based Trays Pack,,
191,Industrial/Automotive,2.0,3.0,,95.0,82.0,20.0,5.0,2.0,,,,,,,,,,,,,,,,,Cassava Starch Foams,1.0,Industrial/Automotive Unit - Cassava Starch Foams Pack,,
192,Personal Care/Home,4.0,4.0,,90.0,90.0,50.0,4.0,5.0,,,,,,,,,,,,,,,,,"Bamboo (Components, Shells)",1.0,"Personal Care/Home Unit - Bamboo (Components, Shells) Pack",,
193,Textiles/Apparel,5.0,5.0,,84.9,87.9,21.0,5.0,4.0,,,,,,,,,,,,,,,,,High-Grade Bio-based protein mimic Variant 111,4.0,Textiles/Apparel Unit - High-Grade Bio-based protein mimic Variant 111 Pack,,
194,Personal Care/Home,3.0,3.0,,95.0,92.0,20.0,4.0,5.0,,,,,,,,,,,,,,,,,Mushroom Root (Mycelium Variants),5.0,Personal Care/Home Unit - Mushroom Root (Mycelium Variants) Pack,,
195,Food,3.0,3.0,,98.3,96.5,26.0,4.0,3.0,,,,,,,,,,,,,,,,,High-Grade Bio-based (microbial) Variant 204,3.0,Food Unit - High-Grade Bio-based (microbial) Variant 204 Pack,,
196,Sports & Outdoor,3.0,3.0,,64.0,65.6,39.0,2.0,5.0,,,,,,,,,,,,,,,,,High-Grade Bio-based polyester Variant 113,1.0,Sports & Outdoor Unit - High-Grade Bio-based polyester Variant 113 Pack,,
197,Industrial,4.0,4.0,,0.0,62.0,99.0,3.0,2.0,,,,,,,,,,,,,,,,,High-Grade Metal (steel) Variant 114,2.0,Industrial Unit - High-Grade Metal (steel) Variant 114 Pack,,
198,Electronics,3.0,3.0,,80.4,82.6,49.0,5.0,1.0,,,,,,,,,,,,,,,,,High-Grade Natural fiber (protein) Variant 226,4.0,Electronics Unit - High-Grade Natural fiber (protein) Variant 226 Pack,,
199,Pharmaceuticals,5.0,5.0,,0.0,42.8,86.0,5.0,5.0,,,,,,,,,,,,,,,,,High-Grade Metal (aluminium) Variant 187,4.0,Pharmaceuticals Unit - High-Grade Metal (aluminium) Variant 187 Pack,,
200,Furniture,3.0,5.0,,0.0,46.9,47.0,2.0,3.0,,,,,,,,,,,,,,,,,High-Grade Recycled fossil plastic Variant 243,2.0,Furniture Unit - High-Grade Recycled fossil plastic Variant 243 Pack,,
201,Industrial Tools,2.0,3.0,,92.0,87.0,35.0,4.0,1.0,,,,,,,,,,,,,,,,,Guar Gum Composites,4.0,Industrial Tools Unit - Guar Gum Composites Pack,,
202,Electronics,2.0,4.0,,88.5,88.9,37.0,5.0,2.0,,,,,,,,,,,,,,,,,High-Grade Bio-based polymer Variant 130,1.0,Electronics Unit - High-Grade Bio-based polymer Variant 130 Pack,,
